iddata;idsexo;Des_sexo;idciudadvotacion;NombreCiudad;idProvincia;NombreProvincia;idmun;NombreMunicipio;edad
2516585;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
2685300;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
8476417;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;39
8611490;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;22
10018296;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;36
2074785;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
2118652;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
2208317;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
2520437;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;55
10099260;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;56
11280596;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
1569916;2;Femenino;2;La Paz;1;Murillo;5;El Alto;53
2024011;1;Masculino;2;La Paz;1;Murillo;5;El Alto;29
2136519;2;Femenino;2;La Paz;1;Murillo;5;El Alto;26
2201312;2;Femenino;2;La Paz;1;Murillo;5;El Alto;52
2306770;1;Masculino;2;La Paz;1;Murillo;5;El Alto;24
11165451;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;37
2501975;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
2679268;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
2892720;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;39
8218039;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
8613991;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;22
10213509;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
10213945;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
11981955;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
1418373;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;36
2181106;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2289268;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
10906216;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
10988397;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
836545;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;88
1308212;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;53
1341906;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;81
1542254;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;93
1650477;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;77
1719165;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
2261047;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
10836281;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;40
1310386;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;42
1312992;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
1316870;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
1317236;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
1319712;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;84
1320414;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;84
1340802;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;48
1377763;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
1406214;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;48
2082502;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;36
2196180;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2847564;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
8614625;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
10226041;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;41
2614049;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
231017;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
238639;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;42
867272;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;43
1258503;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;84
1262722;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
1518290;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;75
1700611;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
1335522;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;82
1335688;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;88
1337585;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;100
1345909;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
1345950;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;59
1558223;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
1909819;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;52
2072206;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
1656321;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
1693623;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
2008919;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;92
2077875;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
2078828;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
2107223;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2162841;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2187892;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
2195182;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
2319690;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2447689;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
2687362;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
2707165;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
2712015;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2794003;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;48
2875795;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
98653;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;23
230196;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
1593283;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
1649720;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
1652392;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
2023642;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;47
2060763;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
2184569;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
10443935;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
1446109;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;81
1459196;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
1476312;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
2291927;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
2301804;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
8232928;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
1288845;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;56
2654340;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
911730;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;88
1314100;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
1939548;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
2003607;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;56
2281352;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2407145;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;55
2508055;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
8736672;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
238854;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;23
695536;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;41
932369;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;53
956401;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;80
1005067;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;41
1162452;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;47
1317810;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;46
1354793;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;85
1416348;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;80
1418116;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;84
1449368;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;92
1478165;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;48
1485419;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
1634278;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;46
1654064;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
1667768;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;86
1671146;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
1672231;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
1735320;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;59
1736707;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;82
1311490;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
1564646;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;87
1984661;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;73
1277121;2;Femenino;2;La Paz;1;Murillo;5;El Alto;30
2074291;2;Femenino;2;La Paz;1;Murillo;5;El Alto;28
2716101;1;Masculino;2;La Paz;1;Murillo;5;El Alto;27
10518982;1;Masculino;2;La Paz;1;Murillo;5;El Alto;27
1117885;1;Masculino;2;La Paz;1;Murillo;5;El Alto;38
1183466;1;Masculino;2;La Paz;1;Murillo;5;El Alto;50
1367587;1;Masculino;2;La Paz;1;Murillo;5;El Alto;39
1380223;1;Masculino;2;La Paz;1;Murillo;5;El Alto;48
1688417;1;Masculino;2;La Paz;1;Murillo;5;El Alto;53
2513596;1;Masculino;2;La Paz;1;Murillo;5;El Alto;35
2825316;1;Masculino;2;La Paz;1;Murillo;5;El Alto;33
176037;1;Masculino;2;La Paz;1;Murillo;5;El Alto;24
877593;1;Masculino;2;La Paz;1;Murillo;5;El Alto;41
10850711;1;Masculino;2;La Paz;1;Murillo;5;El Alto;29
74862;2;Femenino;2;La Paz;1;Murillo;5;El Alto;25
96957;1;Masculino;2;La Paz;1;Murillo;5;El Alto;31
1769906;2;Femenino;2;La Paz;1;Murillo;5;El Alto;30
1876283;1;Masculino;2;La Paz;1;Murillo;5;El Alto;94
2143112;2;Femenino;2;La Paz;1;Murillo;5;El Alto;28
2353538;1;Masculino;2;La Paz;1;Murillo;5;El Alto;37
1424612;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
2892364;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;57
146893;1;Masculino;2;La Paz;1;Murillo;5;El Alto;23
828494;2;Femenino;2;La Paz;1;Murillo;5;El Alto;47
1034607;1;Masculino;2;La Paz;1;Murillo;5;El Alto;42
1562570;2;Femenino;2;La Paz;1;Murillo;5;El Alto;44
1625245;1;Masculino;2;La Paz;1;Murillo;5;El Alto;37
1704493;1;Masculino;2;La Paz;1;Murillo;5;El Alto;35
1729562;1;Masculino;2;La Paz;1;Murillo;5;El Alto;45
1730498;2;Femenino;2;La Paz;1;Murillo;5;El Alto;94
2087410;1;Masculino;2;La Paz;1;Murillo;5;El Alto;27
2201807;1;Masculino;2;La Paz;1;Murillo;5;El Alto;26
8299834;1;Masculino;2;La Paz;1;Murillo;5;El Alto;28
8326874;1;Masculino;2;La Paz;1;Murillo;5;El Alto;35
8866204;1;Masculino;2;La Paz;1;Murillo;5;El Alto;22
9150283;1;Masculino;2;La Paz;1;Murillo;5;El Alto;34
10764239;1;Masculino;2;La Paz;1;Murillo;5;El Alto;27
10904624;1;Masculino;2;La Paz;1;Murillo;5;El Alto;38
2127622;1;Masculino;2;La Paz;1;Murillo;5;El Alto;48
2127771;1;Masculino;2;La Paz;1;Murillo;5;El Alto;25
2838634;1;Masculino;2;La Paz;1;Murillo;5;El Alto;30
10710273;2;Femenino;2;La Paz;1;Murillo;5;El Alto;30
11201354;1;Masculino;2;La Paz;1;Murillo;5;El Alto;46
238442;2;Femenino;2;La Paz;1;Murillo;5;El Alto;23
1175478;1;Masculino;2;La Paz;1;Murillo;5;El Alto;33
1176964;2;Femenino;2;La Paz;1;Murillo;5;El Alto;96
2086641;2;Femenino;2;La Paz;1;Murillo;5;El Alto;42
2094411;2;Femenino;2;La Paz;1;Murillo;5;El Alto;56
2272368;2;Femenino;2;La Paz;1;Murillo;5;El Alto;24
2501745;1;Masculino;2;La Paz;1;Murillo;5;El Alto;29
8281836;1;Masculino;2;La Paz;1;Murillo;5;El Alto;29
9207340;1;Masculino;2;La Paz;1;Murillo;5;El Alto;43
10439884;2;Femenino;2;La Paz;1;Murillo;5;El Alto;29
10801122;1;Masculino;2;La Paz;1;Murillo;5;El Alto;40
10989037;2;Femenino;2;La Paz;1;Murillo;5;El Alto;36
120136;2;Femenino;2;La Paz;1;Murillo;5;El Alto;37
241250;2;Femenino;2;La Paz;1;Murillo;5;El Alto;23
840811;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;90
1325858;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
1340515;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
2100463;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
998675;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;44
2286875;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
1561652;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
1561788;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;84
1569075;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
1576695;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
2125514;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2024087;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;39
2055490;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;44
2079340;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
2115840;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2281491;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2281591;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
2312911;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2377774;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
2867717;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;43
8611640;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;56
10804265;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;30
237823;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;23
938661;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;78
938780;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
942441;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;39
943224;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;89
948304;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;39
948404;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
949122;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;47
950576;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;81
2066604;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;43
2152772;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
2164003;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2208641;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;42
2261486;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;44
2500441;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;40
2838366;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
2132351;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
133154;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
196961;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
1086751;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;80
1091750;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
76266;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;56
935571;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;77
939061;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;51
939098;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;78
942173;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;82
943992;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;81
2199857;1;Masculino;2;La Paz;16;Bautista Saavedra;1;Charazani;24
2277969;1;Masculino;2;La Paz;16;Bautista Saavedra;1;Charazani;24
11377766;1;Masculino;2;La Paz;16;Bautista Saavedra;1;Charazani;27
1501509;1;Masculino;2;La Paz;20;Caranavi;1;Caranavi;77
2257663;1;Masculino;2;La Paz;20;Caranavi;1;Caranavi;27
2350269;2;Femenino;2;La Paz;20;Caranavi;1;Caranavi;49
10957064;1;Masculino;2;La Paz;20;Caranavi;1;Caranavi;28
850643;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;81
1386518;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;77
1537441;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
1734681;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
1850365;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;39
2056211;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
1556325;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;43
1563402;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
1570697;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;37
1570922;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
1575513;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;52
1575802;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
1576413;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;80
2074188;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;37
2151975;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2159095;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;40
2182048;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2199114;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2414955;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;47
2485054;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;49
2507416;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;37
2864721;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
8661303;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
8692425;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;23
1438577;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;88
1442432;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;87
1685498;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;72
1018695;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
1427086;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
2064202;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;48
2679647;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
10116393;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;43
10213366;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
933693;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
1881493;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;50
2074694;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2312916;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
251198;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;50
1346925;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;74
1431293;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;82
1470799;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;40
1739237;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;97
1739242;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;70
2120822;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2165201;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
11014530;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
228004;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;23
942517;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;32
956330;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;52
1645020;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;49
1999849;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;29
2211563;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2212342;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
2257991;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2281162;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;54
2478738;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;47
2497622;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;46
2596060;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
2868206;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
2890957;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
7044139;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
10217739;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;38
1406525;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;37
1483567;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;92
1487345;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;58
1489683;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;52
1492927;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;35
1507676;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;31
1510516;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;53
1850943;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;52
2061151;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
2092371;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2115374;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2264250;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;27
2350584;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;33
2767596;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;49
2855470;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;46
2855504;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2889255;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;26
8519817;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;43
10018563;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;42
10206061;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;23
10779597;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
1038737;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;34
1163042;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;45
1299685;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;41
2085437;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;28
2157870;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;42
2177675;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;25
2227780;2;Femenino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
2589653;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;58
2885412;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
75429;1;Masculino;2;La Paz;1;Murillo;1;Nuestra Señora de La Paz;24
